nodes
O00257
O00422
O15047
O15234
O15527
O43447
O43660
O43781
O75319
O75494
O75554
O75925
O95232
P02545
P08621
P17676
P18583
P19544
P23246
P25490
P38919
P48729
P50222
P51531
P51532
P51816
P52298
P52824
P55199
P57052
P61011
P84103
Q00839
Q01081
Q01130
Q01844
Q02040
Q04206
Q05066
Q06587
Q08170
Q09028
Q09161
Q12837
Q13247
Q13427
Q13435
Q13526
Q13627
Q13838
Q14004
Q14966
Q15007
Q15020
Q16630
Q3ZCQ8
Q5HYJ3
Q5JVS0
Q66PJ3
Q6P6C2
Q6PJT7
Q75N03
Q7L014
Q86U42
Q86U44
Q86V81
Q86WT6
Q86YP4
Q8IYB3
Q8IZD2
Q8IZL2
Q8N3C0
Q8N9N2
Q8NDT2
Q8TC56
Q8TF01
Q8WWM7
Q8WXI9
Q92585
Q92766
Q969G3
Q96CJ1
Q96GM8
Q96JC9
Q96JK9
Q96MU7
Q96QD9
Q96S94
Q96SQ7
Q96T37
Q99459
Q9BWG6
Q9BZJ0
Q9C0B1
Q9H0G5
Q9H1I8
Q9H2U1
Q9H307
Q9HCG8
Q9NR00
Q9NRA8
Q9NYF8
Q9P0U4
Q9UK58
Q9UKY1
Q9ULX6
Q9UPS6
Q9UQ35
Q9Y230
Q9Y2W1
Q9Y3M2
Q9Y6X2
P10636
P48436
Q15233
O00757
O14638
O14776
O14832
O14874
O14965
O15042
O43143
O43172
O43290
O43395
O43670
O60239
O60306
O60331
O75152
O75400
O75533
O75688
O75934
O94804
O94906
O95382
P05198
P09661
P09874
P09923
P09972
P0C7X2
P10721
P14555
P14616
P16284
P21127
P24928
P25788
P26368
P27448
P27695
P28070
P30305
P31943
P35998
P37287
P42684
P49756
P49760
P52597
P52739
P54753
P54821
P54829
P55081
P55795
P61289
P62310
P62318
P62995
P63165
P82979
P84090
P98161
P98175
Q00005
Q04726
Q05516
Q07955
Q12792
Q12851
Q12874
Q12972
Q13242
Q13523
Q13573
Q13595
Q13608
Q13946
Q14444
Q14498
Q15029
Q15124
Q15287
Q15291
Q15375
Q15393
Q15418
Q15427
Q15459
Q15773
Q16629
Q16854
Q2KHN1
Q2TAY7
Q32MK0
Q3SY89
Q4G0J3
Q53H12
Q5SGD2
Q5T8P6
Q66LE6
Q69YN4
Q6J9G0
Q6P2E9
Q6P2Q9
Q6ZMQ8
Q6ZNF0
Q7RTV0
Q86U06
Q86X55
Q86XP3
Q8IWQ3
Q8IWX8
Q8IX12
Q8IYF1
Q8IZD4
Q8N2I9
Q8N3J5
Q8N4C6
Q8N4P3
Q8N5F7
Q8N752
Q8NAV1
Q8NFD5
Q8NI27
Q8TE04
Q8TEQ6
Q8WWY3
Q8WYA6
Q92519
Q92569
Q92729
Q92918
Q92945
Q96I25
Q96IZ7
Q96ME1
Q96N46
Q96T60
Q99558
Q9BUQ8
Q9BXP5
Q9BY77
Q9BZ23
Q9BZ67
Q9BZZ5
Q9GZU7
Q9H093
Q9H8X2
Q9H999
Q9HCS7
Q9NQ29
Q9NQG5
Q9NQR1
Q9NR20
Q9NRM7
Q9NRR3
Q9NRW4
Q9NRX4
Q9NVF9
Q9NY61
Q9NY93
Q9NYA4
Q9NYV4
Q9NZZ3
Q9P2N5
Q9UBB9
Q9UHD2
Q9UHR5
Q9UHX1
Q9UHY1
Q9UJ70
Q9UJV9
Q9UKK9
Q9UKV3
Q9ULR0
Q9UMS4
Q9UNH5
Q9Y2T4
Q9Y333
Q9Y383
Q9Y5L3
Q9Y5S9
Q9Y6R4
Q9Y6W6
