nodes
O60934
O75925
O75928
P04637
P13056
P15927
P23497
P27694
P29590
P33076
P46100
P54132
P60484
P63165
Q00987
Q01826
Q06609
Q13501
Q14149
Q14164
Q14191
Q6NT76
Q6PCD5
Q6VMQ6
Q8IY18
Q8N2W9
Q96EB6
Q96EP1
Q96MF7
Q96SB8
Q99607
Q9H2X6
Q9NQB0
Q9NRA8
Q9NVV9
Q9UER7
Q9ULX6
Q9Y3R0
Q9Y4E5
G2XKQ0
O00408
O00623
O00764
O14746
O14964
O15056
O43159
O43309
O43924
O43933
O60331
O60828
O60927
O75150
O75914
O94762
O94921
O95394
O96013
P00533
P00749
P06213
P07196
P09467
P0C7T5
P12955
P15408
P16298
P16499
P21127
P22455
P23511
P23919
P26651
P30153
P30154
P30613
P32019
P36897
P38432
P42684
P45984
P48736
P51813
P55199
P61956
P62979
P63098
Q00325
Q05516
Q06124
Q06787
Q07955
Q13233
Q13835
Q14137
Q15172
Q15208
Q15583
Q15678
Q16690
Q1MSJ5
Q2M2I8
Q53H80
Q66LE6
Q674X7
Q6IE36
Q6NX45
Q6NXT1
Q6P5Z2
Q6PEW1
Q6SA08
Q6UWX4
Q76I76
Q7Z2Y5
Q86UC2
Q86Z02
Q8IUH3
Q8IWU2
Q8IYT2
Q8IZ83
Q8IZE3
Q8N427
Q8N4C8
Q8N4P3
Q8N5P1
Q8NBZ0
Q8NC69
Q8NG27
Q8TD17
Q8TE77
Q8TE99
Q92630
Q92686
Q92794
Q93009
Q969Q0
Q96K62
Q96LZ3
Q96M32
Q96NT1
Q96RE7
Q99558
Q9BT49
Q9BUB5
Q9BW11
Q9BWU1
Q9BY11
Q9H0C8
Q9HAJ7
Q9NQM4
Q9NR30
Q9NYY3
Q9P2J9
Q9UBP6
Q9UFD9
Q9UIK4
Q9UKS6
Q9UM73
Q9UNW1
Q9UPN7
Q9Y2H2
Q9Y2K1
Q9Y3M2
Q9Y6S9
